,run_id,created_at,instance_id,class_key,period,n_items,cap_mean,status,status_label,objective,best_bound,gap,runtime_sec,has_instance,solver_version,gap_num,run_batch
220,bfc73ff5-09f7-42c2-b894-15fe6b6f8622,2025-09-01T14:40:47.001966+00:00,38ebc7e8-f061-430d-93d3-91b65a654e1d,class_T20_N20_DBLoose_TBO4_CVhigh_Z1,20,20,1700.15,9,TIME_LIMIT,101945.57632301099,101895.69114110022,0.0004893315012777638,80.03492403030396,true,lefo_mip_v2,0.0004893315012777638,1
189,3cab932e-b8fa-419b-8267-6f95f90c896a,2025-09-01T14:53:00.815513+00:00,74c3dd2f-7cf2-4606-8a6d-dbc9a5317990,class_T20_N30_DBMedium_TBO1_CVlow_Z2,20,30,2202.35,9,TIME_LIMIT,104375.75862346764,104328.33594087248,0.00045434575250598796,80.02029204368591,true,lefo_mip_v2,0.00045434575250598796,1
137,f0197960-bac5-4419-baa7-a64cb2363f18,2025-09-01T15:11:31.993757+00:00,0842ddf4-13c4-4214-a2bd-ae3b7f9811eb,class_T40_N30_DBLoose_TBO2_CVmed_Z2,40,30,2487.45,9,TIME_LIMIT,232784.80968619694,232703.16124978554,0.00035074641047869756,80.11462688446045,true,lefo_mip_v2,0.00035074641047869756,1
95,94ed6732-52f1-4554-aec8-26b31b7c19c3,2025-09-01T15:39:28.302335+00:00,9f363024-8d98-4cff-873c-f07a710888b9,class_T60_N40_DBLoose_TBO2_CVmed_Z3,60,40,3311.5833333333335,9,TIME_LIMIT,465594.0306028525,465476.2701101357,0.00025292526316182115,80.1842451095581,true,lefo_mip_v2,0.00025292526316182115,1
110,81b7b1ea-f357-4d86-94b7-7cb3a443f776,2025-09-01T15:24:03.704538+00:00,b374257f-ee32-4685-8d1d-97aff346ca06,class_T60_N30_DBLoose_TBO2_CVmed_Z3,60,30,2536.4666666666667,9,TIME_LIMIT,355135.68195444206,355048.37586132076,0.00024583869646896433,80.13310694694519,true,lefo_mip_v2,0.00024583869646896433,1
109,6d1956da-a7f4-4173-88ce-897dbaf94072,2025-09-01T15:25:26.423635+00:00,18f54d75-8c59-4039-8e4a-27db88315edf,class_T60_N30_DBLoose_TBO2_CVmed_Z3,60,30,2487.2166666666667,9,TIME_LIMIT,347647.0821099136,347587.82604206697,0.00017044891470677158,80.09589004516602,true,lefo_mip_v2,0.00017044891470677158,1
96,c7466731-9ba1-41e0-bc18-ef3a7e75954f,2025-09-01T15:38:04.439755+00:00,38fb5aea-bbce-48da-8202-91fce4b767ad,class_T60_N40_DBLoose_TBO2_CVmed_Z3,60,40,3360.766666666667,9,TIME_LIMIT,468601.19062116893,468536.60555058846,0.0001378252379061695,80.2099380493164,true,lefo_mip_v2,0.0001378252379061695,1
138,31391108-c8d9-4d7d-b850-11fc28656bf9,2025-09-01T15:10:10.076478+00:00,749c5442-2e30-4a02-b7b1-671bf6b729d5,class_T40_N30_DBLoose_TBO2_CVmed_Z2,40,30,2507.8,9,TIME_LIMIT,233010.42070644122,232982.45065613557,0.00012003776578254458,80.09224700927734,true,lefo_mip_v2,0.00012003776578254458,1
280,e79684cd-b699-44e5-8103-f71c577d5e98,2025-09-01T14:08:16.071153+00:00,2ff2b7d8-4c81-4f0e-9036-73149f2b916c,prof_T20_N10_DBLoose_TBO1_CVlow,20,10,815.9,2,OPTIMAL,32295.89866188196,32292.703188117634,0.00009894363980339511,0.12195801734924316,true,lefo_mip_v2,0.00009894363980339511,1
285,0da227ea-0d63-455e-a3de-6eb1223898d8,2025-09-01T13:59:15.492844+00:00,77e3a337-ad53-43b3-9341-0c7561fa381b,prof_T20_N10_DBLoose_TBO1_CVlow,20,10,815.9,2,OPTIMAL,32295.89866188196,32292.703188117634,0.00009894363980339511,0.12362194061279297,true,lefo_mip_v2,0.00009894363980339511,1
289,8a889d97-4013-44ec-9852-4ba1b9d33aae,2025-09-01T13:54:04.533151+00:00,ac7c8932-cf20-4dc3-83aa-962b7e76ae91,prof_T20_N10_DBLoose_TBO1_CVlow,20,10,815.9,2,OPTIMAL,32295.89866188196,32292.703188117634,0.00009894363980339511,0.12312698364257812,true,lefo_mip_v2,0.00009894363980339511,1
269,9ff12e11-df8d-445b-9cbf-7d08cee19cac,2025-09-01T14:11:48.939894+00:00,bda5df72-cee0-4138-b53b-5dea14e1d520,prof_T20_N20_DBLoose_TBO2_CVmed,20,20,1686.7,2,OPTIMAL,78460.91062189738,78453.19330599291,0.00009835873485653417,28.72850799560547,true,lefo_mip_v2,0.00009835873485653417,1
270,5dfcc49c-16a6-4a38-893f-5e5e6231591b,2025-09-01T14:11:19.39822+00:00,95f7fa4d-f814-4e21-bf44-5f4fbec08c4e,prof_T20_N20_DBLoose_TBO2_CVmed,20,20,1696.15,2,OPTIMAL,79380.68161117604,79372.87460835787,0.00009834890126553292,15.717375993728638,true,lefo_mip_v2,0.00009834890126553292,1
222,79ea2f94-091e-4fdf-84be-795f901692cb,2025-09-01T14:39:10.109644+00:00,cc83290b-970c-43c9-8ca9-13881f47df51,class_T20_N20_DBLoose_TBO2_CVmed_Z1,20,20,1681.3,2,OPTIMAL,78108.55617504902,78100.91317932615,0.0000978509410126549,24.749170064926147,true,lefo_mip_v2,0.0000978509410126549,1
194,37f5db21-9878-4a15-9767-f9433934726e,2025-09-01T14:47:57.724398+00:00,82eb2139-62d4-468c-b4f6-4e6aeed45988,class_T20_N30_DBLoose_TBO1_CVlow_Z1,20,30,2513.45,2,OPTIMAL,99918.37858119379,99908.68548976097,0.00009701009534431872,0.2868471145629883,true,lefo_mip_v2,0.00009701009534431872,1
240,26b056d0-00c4-4bbc-9ddc-2fd102ae1da4,2025-09-01T14:33:09.660858+00:00,5797dfa6-1d00-43f9-8297-61145274cdc3,class_T20_N10_DBLoose_TBO2_CVmed_Z1,20,10,839.1,2,OPTIMAL,39046.55779436756,39043.00218386724,0.00009106079258112322,20.472289085388184,true,lefo_mip_v2,0.00009106079258112322,1
192,1c6e3b78-52c6-44c4-8414-47c680276b7f,2025-09-01T14:48:57.98997+00:00,65cf19c5-4266-4153-bf45-e755201b46c3,class_T20_N30_DBLoose_TBO4_CVhigh_Z1,20,30,2520.05,2,OPTIMAL,151760.83368923963,151747.17967209464,0.00008997062557621462,57.96860599517822,true,lefo_mip_v2,0.00008997062557621462,1
239,871ccaee-9c34-4d5b-98ac-17ddc2027652,2025-09-01T14:33:12.468198+00:00,4681a133-0944-41ad-a886-168247e74bc3,class_T20_N10_DBLoose_TBO2_CVmed_Z1,20,10,856.6,2,OPTIMAL,40064.83520514063,40061.55454081933,0.00008188388407207081,2.0593678951263428,true,lefo_mip_v2,0.00008188388407207081,1
221,33a85bc4-7c61-43b4-b2e0-8de21af9c342,2025-09-01T14:39:26.263778+00:00,66f86f04-e985-42c3-9958-85bee3b9069d,class_T20_N20_DBLoose_TBO2_CVmed_Z1,20,20,1689.1,2,OPTIMAL,79187.29711111687,79180.96358372156,0.00007998160849492377,15.439924955368042,true,lefo_mip_v2,0.00007998160849492377,1
193,47588206-3b8f-4e11-a2d5-dd4455f5134c,2025-09-01T14:47:59.013319+00:00,22b3747b-a278-4d9f-ab48-d31b5ec324dd,class_T20_N30_DBLoose_TBO1_CVlow_Z1,20,30,2512.35,2,OPTIMAL,100009.82855629548,100004.06683726222,0.00005761152795121844,0.3591928482055664,true,lefo_mip_v2,0.00005761152795121844,1
279,f3131339-1b61-4d63-9005-59897d593cfd,2025-09-01T14:08:16.793432+00:00,2dc2bbb6-eadd-444a-9de6-241134360eb0,prof_T20_N10_DBLoose_TBO1_CVlow,20,10,843.65,2,OPTIMAL,33676.83254950479,33674.94466731396,0.00005605878130177715,0.15157508850097656,true,lefo_mip_v2,0.00005605878130177715,1
