node_id,cg_iter,rmp_obj,num_columns,min_rc,columns_added
0,0,325400046.531709,21,-338998855.158485,20
0,1,36400963.426338,41,-117999715.322749,20
0,2,1039.040684,52,-86.928203,11
0,3,1039.040684,52,0.000000,0
0,0,1039.040684,52,0.000000,0
1,0,11601094.983022,52,0.000000,0
2,0,1070.713129,52,0.000000,0
5,0,1071.322434,52,0.000000,0
6,0,1087.771459,52,0.000000,0
7,0,1076.814281,52,0.000000,0
8,0,1120.779516,44,-84.702282,20
8,1,1120.779516,51,-60.727743,7
8,2,1120.779516,51,0.000000,0
11,0,5801099.532817,51,0.000000,0
12,0,1138.122348,51,-81.663294,3
12,1,1138.122348,51,0.000000,0
9,0,1115.271147,52,-87.956175,1
9,1,1115.271147,52,0.000000,0
10,0,1129.323169,52,0.000000,0
19,0,1138.868542,52,0.000000,0
20,0,1167.135351,52,0.000000,0
13,0,8201119.511633,52,0.000000,0
14,0,1161.539562,52,0.000000,0
21,0,1149.943940,52,0.000000,0
22,0,1179.844435,52,0.000000,0
17,0,26801027.219672,52,0.000000,0
18,0,1196.440476,52,0.000000,0
23,0,4001159.778058,52,0.000000,0
24,0,1186.233280,52,0.000000,0
31,0,40801034.787155,52,0.000000,0
32,0,1165.828843,52,0.000000,0
29,0,1175.438055,52,0.000000,0
30,0,1201.641527,52,0.000000,0
45,0,8201186.702132,52,0.000000,0
46,0,1187.772951,39,-81.663294,4
46,1,1187.772951,39,0.000000,0
25,0,40801047.734959,45,-80.000000,6
25,1,40801047.734959,45,0.000000,0
26,0,1183.020254,45,0.000000,0
47,0,2801194.856881,51,-83.253893,6
47,1,2801194.856881,51,0.000000,0
48,0,1218.816070,51,0.000000,0
33,0,40801062.308080,51,0.000000,0
34,0,1195.442366,51,0.000000,0
57,0,8201194.277370,51,0.000000,0
58,0,1204.511375,51,0.000000,0
41,0,40801086.115657,51,0.000000,0
42,0,1202.100721,51,0.000000,0
53,0,1226.887817,51,0.000000,0
54,0,1234.553519,47,0.000000,0
65,0,8201204.748651,50,-86.928203,3
65,1,8201204.748651,50,0.000000,0
66,0,1216.658826,50,0.000000,0
37,0,56800998.674986,51,-84.702282,1
37,1,56800998.674986,51,0.000000,0
38,0,1213.814813,51,0.000000,0
49,0,1220.532074,51,0.000000,0
50,0,1257.412398,51,0.000000,0
73,0,15001186.709559,51,0.000000,0
74,0,1242.892074,51,0.000000,0
69,0,1239.974944,51,0.000000,0
70,0,1251.744930,51,0.000000,0
85,0,37801057.480747,51,0.000000,0
86,0,1241.932790,51,0.000000,0
81,0,1231.174682,51,0.000000,0
82,0,1274.201714,51,0.000000,0
61,0,2801242.555120,51,0.000000,0
62,0,1258.802473,51,0.000000,0
87,0,1275.196217,51,0.000000,0
88,0,1285.421724,51,0.000000,0
75,0,14401164.190881,51,0.000000,0
76,0,1256.063524,49,-80.000000,4
76,1,1256.063524,49,0.000000,0
103,0,1233.775861,49,0.000000,0
104,0,1289.933730,49,0.000000,0
119,0,1238.885214,49,0.000000,0
120,0,1311.687057,38,0.000000,0
77,0,1235.006258,39,-71.533544,1
77,1,1235.006258,39,0.000000,0
78,0,1290.032664,39,0.000000,0
127,0,1235.457923,39,0.000000,0
128,0,1312.054815,39,0.000000,0
131,0,1235.457923,39,0.000000,0
132,0,1235.910927,30,0.000000,0
135,0,1237.618314,31,-80.000000,1
135,1,1237.618314,31,0.000000,0
136,0,1235.457923,17,0.000000,0
137,0,1235.910927,17,0.000000,0
139,0,1237.618314,22,-80.000000,5
139,1,1237.618314,22,0.000000,0
140,0,1237.618314,16,-80.000000,1
140,1,1237.618314,16,0.000000,0
141,0,1235.457923,16,0.000000,0
142,0,1235.457923,16,0.000000,0
143,0,1235.910927,16,0.000000,0
144,0,1235.910927,16,0.000000,0
145,0,1237.618314,16,0.000000,0
146,0,1237.618314,16,0.000000,0
147,0,1237.618314,16,0.000000,0
148,0,1237.618314,16,0.000000,0
149,0,1235.457923,16,0.000000,0
150,0,1235.457923,16,0.000000,0
151,0,1235.457923,16,0.000000,0
152,0,1235.457923,16,0.000000,0
153,0,1235.910927,16,0.000000,0
154,0,1235.910927,16,0.000000,0
155,0,1235.910927,16,0.000000,0
156,0,1235.910927,16,0.000000,0
157,0,1237.618314,16,0.000000,0
158,0,1237.618314,16,0.000000,0
159,0,1237.618314,16,0.000000,0
160,0,1237.618314,16,0.000000,0
161,0,1237.618314,16,0.000000,0
163,0,1237.618314,16,0.000000,0
165,0,1235.457923,16,0.000000,0
166,0,1235.457923,16,0.000000,0
167,0,1235.457923,16,0.000000,0
168,0,1235.457923,16,0.000000,0
169,0,1235.457923,16,0.000000,0
171,0,1235.457923,16,0.000000,0
173,0,1235.910927,16,0.000000,0
174,0,1235.910927,16,0.000000,0
175,0,1235.910927,16,0.000000,0
176,0,1235.910927,16,0.000000,0
177,0,1235.910927,16,0.000000,0
179,0,1235.910927,16,0.000000,0
181,0,1237.618314,16,0.000000,0
182,0,1237.618314,16,0.000000,0
183,0,1237.618314,16,0.000000,0
184,0,1237.618314,16,0.000000,0
185,0,1237.618314,16,0.000000,0
187,0,1237.618314,16,0.000000,0
189,0,1237.618314,16,0.000000,0
191,0,1237.618314,16,0.000000,0
193,0,1235.457923,16,0.000000,0
194,0,1235.457923,16,0.000000,0
195,0,1235.457923,16,0.000000,0
196,0,1235.457923,16,0.000000,0
197,0,1235.457923,16,0.000000,0
199,0,1235.457923,16,0.000000,0
201,0,1235.457923,16,0.000000,0
203,0,1235.457923,16,0.000000,0
205,0,1235.910927,16,0.000000,0
206,0,1235.910927,16,0.000000,0
207,0,1235.910927,16,0.000000,0
208,0,1235.910927,16,0.000000,0
209,0,1235.910927,16,0.000000,0
211,0,1235.910927,16,0.000000,0
213,0,1235.910927,16,0.000000,0
215,0,1235.910927,16,0.000000,0
217,0,1237.618314,16,0.000000,0
218,0,1242.534548,20,-29.025583,4
218,1,1242.534548,20,0.000000,0
219,0,1237.618314,20,0.000000,0
220,0,1244.731340,20,0.000000,0
221,0,1237.618314,20,0.000000,0
222,0,1239.172219,20,0.000000,0
223,0,1237.618314,20,0.000000,0
224,0,1244.701673,20,0.000000,0
225,0,1237.618314,20,0.000000,0
226,0,1242.534548,20,0.000000,0
227,0,1237.618314,20,0.000000,0
228,0,1239.172219,20,0.000000,0
229,0,1237.618314,20,0.000000,0
230,0,1239.172219,20,0.000000,0
231,0,1237.618314,20,0.000000,0
232,0,1239.172219,20,0.000000,0
233,0,1235.457923,20,0.000000,0
235,0,1235.457923,20,0.000000,0
237,0,1235.457923,20,0.000000,0
239,0,1235.457923,20,0.000000,0
241,0,1235.457923,20,0.000000,0
243,0,1235.457923,20,0.000000,0
245,0,1235.457923,20,0.000000,0
247,0,1235.457923,20,0.000000,0
249,0,1235.910927,20,0.000000,0
250,0,1238.436819,20,0.000000,0
251,0,1235.910927,20,0.000000,0
252,0,1242.311331,20,0.000000,0
253,0,1235.910927,20,0.000000,0
254,0,1236.781877,20,0.000000,0
255,0,1235.910927,20,0.000000,0
256,0,1242.311331,20,0.000000,0
257,0,1235.910927,20,0.000000,0
258,0,1238.436819,20,0.000000,0
259,0,1235.910927,20,0.000000,0
260,0,1236.781877,20,0.000000,0
261,0,1235.910927,20,0.000000,0
262,0,1236.781877,20,0.000000,0
263,0,1235.910927,20,0.000000,0
264,0,1236.781877,20,0.000000,0
265,0,1242.602286,20,0.000000,0
266,0,1237.618314,20,0.000000,0
267,0,1245.323616,20,0.000000,0
268,0,1242.534548,20,0.000000,0
269,0,1242.602286,20,0.000000,0
270,0,1237.618314,20,0.000000,0
271,0,1247.520408,20,0.000000,0
272,0,1244.731340,20,0.000000,0
273,0,1242.602286,20,0.000000,0
