node_id,cg_iter,rmp_obj,num_columns,min_rc,columns_added
0,0,1003.848512,17,-73.874380,2
0,1,1003.848512,17,0.000000,0
0,0,1003.848512,17,0.000000,0
2,0,23000986.114661,21,-37999806.640115,4
2,1,23000986.114661,21,0.000000,0
4,0,103000707.945879,21,0.000000,0
6,0,183000487.157010,21,0.000000,0
8,0,183000532.719169,21,0.000000,0
10,0,183000587.970488,21,0.000000,0
12,0,216000449.637522,21,0.000000,0
14,0,296000165.440000,21,0.000000,0
13,0,216000453.910000,21,0.000000,0
11,0,183000593.086000,21,0.000000,0
9,0,183000560.556791,21,0.000000,0
7,0,183000505.445723,21,0.000000,0
5,0,103000727.401010,21,0.000000,0
3,0,23000996.187879,21,0.000000,0
1,0,1033.947994,22,-84.700000,1
1,1,1033.947994,22,0.000000,0
24,0,37000926.333548,23,-83.250000,1
24,1,37000926.333548,23,0.000000,0
23,0,1047.889784,23,0.000000,0
28,0,1095.006000,24,-38.291444,1
28,1,1095.006000,24,0.000000,0
27,0,1066.178497,25,-70.254294,1
27,1,1066.178497,25,0.000000,0
32,0,1082.050734,25,0.000000,0
31,0,1105.864000,26,-83.250000,1
31,1,1105.864000,26,0.000000,0
34,0,1083.179286,26,0.000000,0
33,0,1120.054455,26,0.000000,0
38,0,1089.559000,27,-83.250000,1
38,1,1089.559000,27,0.000000,0
37,0,1137.258000,27,0.000000,0
42,0,19001013.095000,27,0.000000,0
41,0,1155.529000,27,0.000000,0
30,0,1166.367375,27,0.000000,0
29,0,1107.402791,27,0.000000,0
36,0,1105.864000,27,0.000000,0
54,0,1147.437457,27,0.000000,0
53,0,1105.864000,27,0.000000,0
58,0,1105.864000,27,0.000000,0
60,0,1105.864000,27,0.000000,0
62,0,1105.864000,27,0.000000,0
64,0,1130.212279,27,0.000000,0
63,0,1105.864000,27,0.000000,0
